day_of_week,nb_customers_on_day,open,promotion,school_holiday,state_holiday_0,state_holiday_a,state_holiday_b,year,month,day,sales
6,878,1,0,0,1,0,0,2013,11,9,7500.881
7,0,0,0,0,1,0,0,2015,5,17,-13.373972
3,0,0,0,1,0,0,0,2013,12,25,-18.732994
5,780,1,1,1,1,0,0,2014,3,7,7565.0645
1,1821,1,1,0,1,0,0,2014,11,3,15559.874
6,367,1,0,0,1,0,0,2013,4,20,3330.4324
7,0,0,0,0,1,0,0,2013,1,20,-3.1942217
6,3333,1,0,0,1,0,0,2013,7,27,14796.605
7,0,0,0,0,1,0,0,2014,11,16,-1.8514302
5,697,1,0,0,1,0,0,2015,6,12,6577.063
6,335,1,0,0,1,0,0,2014,6,21,3071.4358
1,848,1,1,0,1,0,0,2015,1,12,9171.203
5,867,1,1,1,1,0,0,2014,5,2,9193.87
2,612,1,0,0,1,0,0,2013,11,12,5247.7466
2,570,1,0,0,1,0,0,2015,5,26,5355.5137
7,0,0,0,0,1,0,0,2014,3,16,-8.933059
3,607,1,1,1,1,0,0,2013,8,14,6481.8433
7,0,0,0,0,1,0,0,2013,6,16,27.041609
7,0,0,0,0,1,0,0,2015,2,8,7.0459995
3,436,1,0,1,1,0,0,2015,4,8,4479.947
4,542,1,1,1,1,0,0,2014,9,4,5895.392
1,897,1,0,0,1,0,0,2014,2,10,6878.7344
3,512,1,1,1,1,0,0,2015,1,7,6047.969
1,581,1,0,0,1,0,0,2015,2,23,5159.2725
1,694,1,1,0,1,0,0,2014,10,20,7340.4385
7,0,0,0,0,1,0,0,2013,9,1,-26.355532
2,925,1,0,0,1,0,0,2013,9,3,7192.7256
6,491,1,0,0,1,0,0,2015,5,2,5102.87
3,680,1,0,1,1,0,0,2014,8,27,5802.742
3,913,1,0,1,1,0,0,2013,8,21,6796.3965
7,0,0,0,0,1,0,0,2014,2,16,-10.407963
6,749,1,0,0,1,0,0,2014,5,24,6623.791
6,541,1,0,0,1,0,0,2014,3,1,5626.717
7,0,0,0,0,1,0,0,2015,6,14,10.407396
1,553,1,0,0,1,0,0,2015,2,9,5084.9834
4,412,1,0,0,1,0,0,2014,3,27,4144.3105
5,542,1,1,0,1,0,0,2014,3,21,5656.332
7,0,0,0,0,1,0,0,2014,5,4,6.6915016
3,635,1,1,0,1,0,0,2014,5,21,6470.189
1,1716,1,1,0,1,0,0,2013,3,18,14854.508
3,678,1,0,0,1,0,0,2013,3,13,5559.385
2,507,1,0,0,1,0,0,2014,10,28,4430.8247
4,882,1,0,0,1,0,0,2014,10,30,7358.634
3,1842,1,1,0,1,0,0,2014,9,3,14815.539
3,655,1,0,0,1,0,0,2015,3,11,5806.126
4,0,0,0,1,0,0,0,2013,12,26,9.932329
7,0,0,0,0,1,0,0,2015,1,4,-30.374773
2,1542,1,0,0,1,0,0,2015,5,26,10773.775
2,970,1,1,1,1,0,0,2014,4,15,9590.245
1,1005,1,0,0,1,0,0,2015,2,23,7570.795
5,726,1,1,0,1,0,0,2014,7,18,7183.8403
1,1407,1,0,0,1,0,0,2015,3,23,10267.561
3,1170,1,1,0,1,0,0,2014,6,18,10004.064
1,1440,1,1,0,1,0,0,2014,11,3,13608.532
7,0,0,0,0,1,0,0,2014,9,28,-0.00040483475
1,1295,1,1,1,1,0,0,2014,9,1,12433.247
6,535,1,0,0,1,0,0,2013,10,12,5157.0537
5,1354,1,1,1,1,0,0,2014,8,1,10815.836
6,549,1,0,0,1,0,0,2013,3,16,5342.5293
1,607,1,0,0,1,0,0,2014,4,7,5363.0244
7,0,0,0,0,1,0,0,2014,11,23,-17.174936
3,3078,1,1,0,1,0,0,2013,4,24,19260.625
6,480,1,0,0,1,0,0,2015,2,7,4816.447
3,0,0,0,1,0,1,0,2014,1,1,30.150614
4,412,1,0,1,1,0,0,2015,7,23,3844.5894
7,0,0,0,0,1,0,0,2014,11,2,-10.165359
2,325,1,0,0,1,0,0,2014,10,28,3335.8677
3,419,1,0,0,1,0,0,2013,11,13,4125.667
2,607,1,0,0,1,0,0,2014,4,8,5342.478
4,546,1,1,0,1,0,0,2013,2,21,5613.091
3,984,1,1,0,1,0,0,2015,7,1,10095.399
7,0,0,0,0,1,0,0,2014,5,25,-2.5783634
5,738,1,1,0,1,0,0,2013,2,22,7034.8555
7,0,0,0,0,1,0,0,2015,6,28,9.097267
6,537,1,0,0,1,0,0,2014,2,8,5232.867
2,478,1,0,0,1,0,0,2015,2,10,4514.3867
7,0,0,0,0,1,0,0,2015,6,14,10.407396
6,251,1,0,0,1,0,0,2014,5,10,2358.6948
3,1070,1,1,1,1,0,0,2013,2,6,9268.769
7,0,0,0,0,1,0,0,2013,9,15,-1.9735644
2,328,1,0,0,1,0,0,2013,7,23,3612.7725
3,671,1,1,0,1,0,0,2013,10,9,6794.825
2,789,1,1,0,1,0,0,2013,11,19,8082.6934
1,861,1,1,0,1,0,0,2014,4,14,9463.683
7,0,0,0,0,1,0,0,2015,2,15,11.815713
4,432,1,0,0,1,0,0,2013,4,18,3971.2756
6,664,1,0,0,1,0,0,2013,9,7,5978.658
1,395,1,0,0,1,0,0,2014,10,27,3843.7314
3,705,1,1,0,1,0,0,2015,2,4,7234.3926
7,0,0,0,0,1,0,0,2014,1,12,8.467406
3,456,1,1,0,1,0,0,2013,6,19,5032.7905
2,915,1,0,0,1,0,0,2015,1,20,6814.4106
3,802,1,1,1,1,0,0,2015,7,29,8227.478
2,501,1,1,0,1,0,0,2014,6,17,5807.3867
6,1079,1,0,0,1,0,0,2014,11,1,8784.861
2,1124,1,0,0,1,0,0,2013,12,10,8580.952
4,633,1,0,0,1,0,0,2013,7,11,5461.0776
7,0,0,0,0,1,0,0,2015,7,26,55.909832
4,1054,1,0,0,1,0,0,2014,2,27,7783.899
6,705,1,0,0,1,0,0,2014,12,20,7699.656
5,442,1,1,0,1,0,0,2013,10,25,4831.4995
2,507,1,0,0,1,0,0,2015,3,10,4708.7017
5,608,1,1,0,1,0,0,2014,5,9,6346.2285
6,868,1,0,0,1,0,0,2013,12,7,7897.871
7,373,1,0,0,1,0,0,2014,5,18,2935.239
4,855,1,1,1,1,0,0,2014,7,31,8839.5
5,851,1,0,0,1,0,0,2014,6,27,7279.8867
1,669,1,1,1,1,0,0,2013,7,29,7879.2983
1,720,1,1,1,1,0,0,2013,7,1,7622.364
1,915,1,1,0,1,0,0,2013,12,2,11490.851
1,0,0,0,1,0,0,1,2013,4,1,18.623318
3,1675,1,1,0,1,0,0,2013,12,4,13712.939
5,361,1,1,0,1,0,0,2014,2,7,4111.9155
5,0,0,1,0,0,0,1,2015,4,3,-35.885944
6,549,1,0,0,1,0,0,2013,4,13,5253.248
7,0,0,0,0,1,0,0,2013,10,20,-7.029814
1,883,1,0,0,1,0,0,2014,9,8,6896.244
3,699,1,0,0,1,0,0,2014,12,10,6444.1084
4,0,0,0,0,0,1,0,2013,10,3,40.924118
4,641,1,0,0,1,0,0,2014,4,10,5508.8545
4,453,1,0,0,1,0,0,2013,2,28,4610.8623
1,574,1,0,0,1,0,0,2013,9,2,5065.6523
1,864,1,0,0,1,0,0,2015,4,20,6913.3325
4,1381,1,1,0,1,0,0,2013,8,29,11308.568
6,700,1,0,0,1,0,0,2013,5,25,6358.903
4,581,1,1,0,1,0,0,2015,4,30,6817.7153
4,1269,1,1,0,1,0,0,2013,9,26,9822.716
2,2111,1,1,0,1,0,0,2014,5,20,15437.319
3,652,1,0,1,1,0,0,2015,4,8,6036.314
5,282,1,0,0,1,0,0,2013,9,20,2956.7937
3,1141,1,1,1,1,0,0,2013,7,31,11213.276
2,630,1,0,1,1,0,0,2013,10,15,5212.6206
2,592,1,1,0,1,0,0,2015,1,27,6478.08
2,427,1,0,0,1,0,0,2013,5,21,4069.8555
7,0,0,0,0,1,0,0,2015,3,1,14.486419
3,584,1,0,0,1,0,0,2015,5,27,5721.3823
1,2162,1,0,0,1,0,0,2014,8,25,13801.585
1,582,1,1,0,1,0,0,2015,1,12,6796.137
6,364,1,0,0,1,0,0,2015,6,6,3509.2783
1,1048,1,1,0,1,0,0,2014,11,10,9989.8125
1,682,1,1,0,1,0,0,2014,5,19,7680.336
5,591,1,1,0,1,0,0,2015,1,30,6820.5317
4,804,1,1,0,1,0,0,2013,12,5,8750.765
2,688,1,1,0,1,0,0,2015,6,16,7519.1206
1,672,1,1,0,1,0,0,2013,3,18,7461.0054
5,430,1,1,0,1,0,0,2013,12,6,4977.056
5,446,1,0,0,1,0,0,2015,6,26,4629.9814
5,530,1,1,0,1,0,0,2015,5,22,5879.578
1,1108,1,1,0,1,0,0,2015,6,29,12234.695
7,0,0,0,0,1,0,0,2013,1,6,-32.55483
1,0,0,0,0,0,1,0,2014,6,9,14.393038
6,492,1,0,0,1,0,0,2014,4,5,4960.094
5,848,1,0,0,1,0,0,2013,9,6,6699.113
5,919,1,0,0,1,0,0,2013,12,13,8197.741
4,678,1,1,0,1,0,0,2014,11,13,6679.9917
1,410,1,0,0,1,0,0,2014,12,8,4265.5566
2,537,1,0,1,1,0,0,2015,2,10,4780.3306
5,758,1,0,1,1,0,0,2014,8,29,7044.3535
1,0,0,0,0,0,1,0,2015,5,25,7.93647
4,520,1,1,0,1,0,0,2015,4,16,5770.5947
7,0,0,0,0,1,0,0,2014,3,2,3.9717228
7,0,0,0,1,1,0,0,2014,4,6,-19.825233
1,748,1,0,0,1,0,0,2015,1,19,6090.344
4,982,1,1,0,1,0,0,2013,2,7,8443.209
5,555,1,1,0,1,0,0,2015,7,3,6043.4585
7,0,0,0,0,1,0,0,2013,2,24,4.7802596
6,510,1,0,0,1,0,0,2014,2,8,5033.932
7,0,0,0,0,1,0,0,2014,10,5,19.415506
7,0,0,0,0,1,0,0,2013,10,27,5.61914
5,608,1,1,0,1,0,0,2014,1,24,6303.8994
5,321,1,0,1,1,0,0,2014,7,25,2958.4478
5,297,1,0,0,1,0,0,2015,7,10,3256.0884
7,0,0,0,0,1,0,0,2014,11,30,10.40814
5,957,1,0,0,1,0,0,2015,2,27,8312.958
1,646,1,0,0,1,0,0,2015,6,22,5957.331
2,680,1,1,0,1,0,0,2013,9,10,7204.416
4,830,1,0,0,1,0,0,2014,4,10,6547.38
6,737,1,0,0,1,0,0,2013,7,13,6574.805
7,0,0,0,0,1,0,0,2014,10,12,9.555324
6,556,1,0,0,1,0,0,2015,1,24,5458.679
7,0,0,0,0,1,0,0,2015,2,15,11.815713
1,1207,1,1,0,1,0,0,2014,11,3,12026.996
3,410,1,0,0,1,0,0,2013,1,16,3867.636
7,0,0,0,0,1,0,0,2014,11,23,-17.174936
2,780,1,1,1,1,0,0,2013,10,8,7400.263
5,677,1,1,0,1,0,0,2015,3,6,6894.751
4,1198,1,0,1,1,0,0,2013,4,4,8602.624
1,1254,1,0,0,1,0,0,2013,8,19,8932.158
1,724,1,1,1,1,0,0,2014,10,6,7979.5522
7,0,0,0,0,1,0,0,2013,9,1,-26.355532
4,531,1,0,1,1,0,0,2014,1,2,4925.6914
2,705,1,1,0,1,0,0,2014,11,25,7479.6406
3,452,1,1,0,1,0,0,2015,4,15,5471.5786
5,550,1,1,0,1,0,0,2013,11,22,5779.909
2,904,1,1,1,1,0,0,2014,7,15,8983.678
3,315,1,0,0,1,0,0,2013,11,13,3315.0076
5,646,1,0,0,1,0,0,2014,6,27,5823.673
4,1126,1,0,0,1,0,0,2014,4,10,8387.343
4,886,1,1,1,1,0,0,2014,9,4,7951.1807
5,526,1,0,0,1,0,0,2015,7,10,5217.277
1,770,1,0,0,1,0,0,2014,5,26,6316.2417
3,855,1,1,0,1,0,0,2013,6,5,7853.082
6,448,1,0,0,1,0,0,2015,1,24,4443.3125
5,1901,1,0,0,1,0,0,2015,2,13,13115.364
3,1115,1,1,0,1,0,0,2015,2,4,9894.297
1,439,1,0,0,1,0,0,2013,10,28,4166.319
2,428,1,0,0,1,0,0,2014,6,24,4151.5854
5,908,1,1,1,1,0,0,2013,8,16,8088.9604
2,643,1,0,0,1,0,0,2013,9,17,5189.2046
7,0,0,0,0,1,0,0,2015,3,15,25.823246
2,623,1,0,0,1,0,0,2013,10,29,5313.989
7,0,0,0,0,1,0,0,2014,12,28,-47.147896
4,506,1,1,1,1,0,0,2013,7,18,5242.1943
7,0,0,0,0,1,0,0,2014,11,30,10.40814
7,0,0,0,0,1,0,0,2015,7,12,8.456328
5,628,1,1,0,1,0,0,2015,1,30,6911.662
4,599,1,1,1,1,0,0,2014,8,21,6040.634
6,367,1,0,0,1,0,0,2015,3,14,3505.2163
5,906,1,1,0,1,0,0,2013,3,22,8092.2334
7,0,0,0,1,1,0,0,2013,7,14,-41.50603
3,546,1,1,0,1,0,0,2013,11,6,5903.0674
5,1427,1,0,0,1,0,0,2013,8,23,9125.029
3,601,1,1,0,1,0,0,2014,6,4,6514.9663
1,580,1,0,0,1,0,0,2014,6,23,5241.0513
5,839,1,1,0,1,0,0,2015,2,6,8158.971
3,923,1,1,0,1,0,0,2013,5,29,8583.326
4,620,1,1,0,1,0,0,2014,9,18,6009.0327
3,337,1,0,1,1,0,0,2014,12,24,3297.8628
6,635,1,0,0,1,0,0,2014,8,23,5799.6606
1,796,1,1,0,1,0,0,2014,5,19,8754.29
2,976,1,0,0,1,0,0,2014,7,8,7529.831
6,504,1,0,0,1,0,0,2013,11,30,5224.8525
3,537,1,1,0,1,0,0,2015,3,18,5899.9917
5,627,1,0,0,1,0,0,2013,5,24,5521.344
7,0,0,0,0,1,0,0,2014,6,29,12.675602
7,0,0,0,0,1,0,0,2013,4,28,6.8824906
7,0,0,0,0,1,0,0,2014,11,23,-17.174936
2,577,1,0,1,1,0,0,2014,6,10,5459.4243
7,0,0,0,0,1,0,0,2013,8,11,-7.968629
3,898,1,1,0,1,0,0,2015,4,1,9461.462
1,400,1,0,0,1,0,0,2013,2,25,3774.5886
3,769,1,0,0,1,0,0,2014,9,10,6218.7944
5,726,1,1,0,1,0,0,2015,5,8,7461.4175
7,0,0,0,0,1,0,0,2013,5,12,10.483602
5,539,1,0,0,1,0,0,2013,1,18,4855.459
7,0,0,0,0,1,0,0,2014,10,19,-21.774487
7,0,0,0,0,1,0,0,2015,1,18,4.4946294
2,634,1,1,0,1,0,0,2015,4,14,7132.83
7,0,0,0,0,1,0,0,2013,11,10,-7.323892
3,641,1,0,0,1,0,0,2014,1,29,5397.231
4,550,1,1,0,1,0,0,2013,4,11,5611.9316
1,653,1,1,1,1,0,0,2014,7,28,7543.0225
4,1041,1,1,0,1,0,0,2015,3,19,9117.93
7,0,0,0,0,1,0,0,2013,6,2,-8.878964
5,716,1,0,0,1,0,0,2014,6,13,6549.6416
2,774,1,0,1,1,0,0,2013,8,6,6440.1924
6,596,1,0,0,1,0,0,2013,12,21,6292.022
7,0,0,0,0,1,0,0,2015,3,22,9.815772
1,0,0,0,0,0,1,0,2013,5,20,-36.1471
7,0,0,0,0,1,0,0,2013,6,23,10.673623
4,721,1,0,0,1,0,0,2013,9,19,5582.9937
1,1190,1,1,0,1,0,0,2013,4,8,11227.769
2,660,1,0,0,1,0,0,2013,3,12,5421.469
4,375,1,0,0,1,0,0,2014,3,27,3800.9377
3,348,1,0,1,1,0,0,2015,5,27,4032.3784
1,0,0,0,1,0,0,1,2013,4,1,18.623318
2,729,1,0,0,1,0,0,2013,6,25,5887.922
7,0,0,0,0,1,0,0,2014,10,19,-21.774487
5,0,0,1,1,0,0,1,2014,4,18,-11.527821
4,0,0,1,0,0,1,0,2013,5,30,-92.03594
4,927,1,0,0,1,0,0,2014,4,24,6694.62
3,765,1,1,1,1,0,0,2015,4,1,9028.126
5,719,1,1,0,1,0,0,2015,3,6,7263.3687
1,540,1,1,0,1,0,0,2015,3,16,6443.2744
3,1742,1,0,0,1,0,0,2014,6,11,11780.595
7,0,0,0,0,1,0,0,2015,2,1,21.565006
1,0,0,0,1,0,0,1,2015,4,6,39.92739
4,409,1,0,0,1,0,0,2014,1,16,3874.8032
7,0,0,0,0,1,0,0,2013,10,27,5.61914
3,379,1,1,0,1,0,0,2013,10,23,4293.4785
7,0,0,0,0,1,0,0,2015,4,12,-8.486731
3,482,1,1,0,1,0,0,2013,4,24,5028.6426
1,454,1,0,0,1,0,0,2014,5,12,4276.2476
1,644,1,1,0,1,0,0,2013,4,8,7134.4556
3,936,1,1,0,1,0,0,2013,3,6,8238.874
2,893,1,1,0,1,0,0,2013,9,10,8594.504
3,593,1,1,0,1,0,0,2015,1,7,6410.8267
3,687,1,1,0,1,0,0,2014,1,22,6802.4624
5,663,1,0,0,1,0,0,2013,1,18,5794.803
1,702,1,1,0,1,0,0,2015,7,27,8553.698
4,695,1,1,0,1,0,0,2014,9,4,6658.3413
5,968,1,0,0,1,0,0,2013,6,28,8171.339
1,915,1,0,1,1,0,0,2014,8,11,7343.6064
7,0,0,0,0,1,0,0,2014,10,26,-6.1191044
5,996,1,0,1,1,0,0,2013,12,27,8132.7124
3,340,1,1,0,1,0,0,2013,12,4,4336.2925
7,0,0,0,0,1,0,0,2015,1,18,4.4946294
4,432,1,1,0,1,0,0,2014,5,22,4774.084
6,542,1,0,0,1,0,0,2014,12,27,5384.4585
6,748,1,0,0,1,0,0,2014,7,5,6676.186
5,885,1,1,0,1,0,0,2014,11,28,9355.534
1,812,1,1,0,1,0,0,2015,6,29,9581.534
6,791,1,0,0,1,0,0,2013,8,17,6414.175
4,754,1,1,0,1,0,0,2015,4,30,8372.834
6,364,1,0,0,1,0,0,2013,6,15,3465.2812
4,690,1,0,0,1,0,0,2013,3,14,5687.842
1,551,1,0,0,1,0,0,2013,9,30,5458.289
5,1954,1,0,1,1,0,0,2013,8,9,12772.957
1,949,1,1,1,1,0,0,2014,2,17,10240.261
7,0,0,0,0,1,0,0,2013,7,28,45.11376
7,0,0,0,0,1,0,0,2013,11,17,15.762744
4,669,1,0,0,1,0,0,2013,1,31,5904.735
1,1772,1,1,0,1,0,0,2013,12,2,16274.491
3,967,1,1,0,1,0,0,2014,12,17,10782.538
4,0,0,1,0,0,1,0,2014,5,1,35.905136
2,1686,1,1,0,1,0,0,2014,3,18,12933.646
1,1043,1,0,1,1,0,0,2013,12,23,10632.54
6,962,1,0,0,1,0,0,2013,5,11,7719.667
5,0,0,1,1,0,0,1,2013,3,29,-4.7907515
2,509,1,0,0,1,0,0,2013,8,20,4372.37
7,0,0,0,0,1,0,0,2013,12,8,-7.448684
6,544,1,0,0,1,0,0,2014,3,15,5377.9917
6,865,1,0,0,1,0,0,2014,12,20,9040.864
3,439,1,0,0,1,0,0,2014,2,12,4215.766
7,0,0,0,0,1,0,0,2015,5,3,-9.37048
5,708,1,0,0,1,0,0,2014,8,29,6410.5034
2,1497,1,1,0,1,0,0,2013,11,5,13124.134
4,932,1,1,0,1,0,0,2013,3,21,8089.996
6,456,1,0,0,1,0,0,2013,2,23,4291.2246
6,592,1,0,0,1,0,0,2014,9,20,5358.206
5,604,1,1,0,1,0,0,2015,6,19,6354.9087
1,740,1,1,1,1,0,0,2013,7,15,8388.544
3,394,1,1,0,1,0,0,2014,4,2,4635.585
7,0,0,0,0,1,0,0,2015,3,8,-0.032592386
7,0,0,0,0,1,0,0,2013,11,10,-7.323892
3,769,1,0,1,1,0,0,2014,2,26,6143.128
4,517,1,0,1,1,0,0,2013,8,8,4772.167
5,782,1,1,0,1,0,0,2013,4,12,7245.6455
6,149,1,0,0,1,0,0,2013,7,6,1348.2694
5,798,1,1,1,1,0,0,2015,7,3,8247.419
6,1874,1,0,0,1,0,0,2015,6,13,13617.707
1,552,1,0,0,1,0,0,2014,6,23,5009.0464
5,682,1,0,0,1,0,0,2014,3,28,6383.967
4,879,1,0,0,1,0,0,2013,2,28,7477.1523
7,0,0,0,0,1,0,0,2014,2,9,16.310577
5,787,1,1,0,1,0,0,2013,11,22,7549.547
6,630,1,0,0,1,0,0,2015,5,30,6654.781
4,625,1,0,0,1,0,0,2014,2,27,5375.7524
5,552,1,1,0,1,0,0,2015,3,20,5770.6333
7,0,0,0,0,1,0,0,2013,5,5,-3.0563347
3,2184,1,0,1,1,0,0,2013,8,21,10019.845
5,526,1,1,0,1,0,0,2015,6,19,5904.7417
7,0,0,0,0,1,0,0,2014,10,5,19.415506
4,664,1,1,1,1,0,0,2013,10,24,6257.5464
3,431,1,0,0,1,0,0,2013,5,22,4161.5845
4,501,1,0,0,1,0,0,2014,3,27,4679.9517
3,580,1,0,0,1,0,0,2015,7,8,5526.887
3,416,1,1,1,1,0,0,2013,8,28,4746.3193
4,648,1,1,0,1,0,0,2014,4,3,6465.145
1,697,1,1,0,1,0,0,2013,8,26,7456.509
2,493,1,1,0,1,0,0,2014,9,16,5576.409
5,533,1,1,0,1,0,0,2015,3,20,5720.5967
6,709,1,0,0,1,0,0,2015,2,21,6764.3813
3,448,1,1,0,1,0,0,2015,7,29,6187.939
1,637,1,1,0,1,0,0,2014,7,14,7510.044
7,0,0,0,0,1,0,0,2014,6,8,-13.436961
5,1935,1,1,0,1,0,0,2013,4,12,14339.04
3,644,1,1,1,1,0,0,2013,7,17,6468.044
6,767,1,0,0,1,0,0,2013,3,16,6742.7007
1,621,1,0,0,1,0,0,2015,4,20,5501.157
6,689,1,0,0,1,0,0,2014,10,18,6101.3
3,592,1,1,0,1,0,0,2013,9,11,6202.4873
2,973,1,1,0,1,0,0,2013,1,22,8614.553
4,1285,1,1,0,1,0,0,2014,7,3,10750.903
4,410,1,0,0,1,0,0,2013,9,19,3832.7048
2,576,1,1,0,1,0,0,2013,4,9,6119.4136
6,412,1,0,0,1,0,0,2015,2,14,4048.8884
5,747,1,1,0,1,0,0,2014,6,6,7281.1816
4,969,1,1,0,1,0,0,2014,10,2,9000.589
7,0,0,0,0,1,0,0,2014,9,7,-55.837894
5,578,1,1,0,1,0,0,2013,4,26,5758.1562
3,662,1,0,0,1,0,0,2014,11,19,5677.696
2,675,1,1,1,1,0,0,2014,4,15,7620.2056
7,0,0,0,0,1,0,0,2013,4,28,6.8824906
4,655,1,1,0,1,0,0,2015,2,19,6566.7383
6,410,1,0,0,1,0,0,2014,11,8,3980.6997
7,0,0,0,0,1,0,0,2013,9,29,26.610418
1,813,1,0,0,1,0,0,2013,5,6,6452.445
3,332,1,0,0,1,0,0,2014,1,29,3506.6926
6,449,1,0,0,1,0,0,2013,6,22,4296.3877
6,485,1,0,0,1,0,0,2014,7,26,4570.355
3,860,1,0,0,1,0,0,2013,10,30,7418.8496
3,768,1,1,0,1,0,0,2014,11,5,7779.909
6,390,1,0,0,1,0,0,2014,7,12,3708.9978
7,0,0,0,0,1,0,0,2013,12,8,-7.448684
5,367,1,1,0,1,0,0,2014,11,14,4271.945
7,0,0,0,1,1,0,0,2013,8,11,26.927107
1,653,1,1,0,1,0,0,2015,2,2,7561.192
6,191,1,0,0,1,0,0,2013,9,14,1874.6819
2,944,1,1,0,1,0,0,2013,8,27,8344.001
5,610,1,0,0,1,0,0,2015,4,24,5538.744
2,732,1,0,0,1,0,0,2015,6,9,6447.1074
5,684,1,1,0,1,0,0,2014,4,4,6780.9805
6,453,1,0,0,1,0,0,2015,1,24,4420.4478
3,892,1,1,0,1,0,0,2013,2,20,7898.2173
3,618,1,1,0,1,0,0,2013,9,25,6156.9194
5,1086,1,1,1,1,0,0,2014,10,10,9278.456
1,641,1,0,0,1,0,0,2014,11,17,5646.702
1,667,1,0,0,1,0,0,2014,3,24,5470.5576
7,0,0,0,0,1,0,0,2013,11,24,-5.1856265
1,651,1,0,0,1,0,0,2014,12,8,6295.0684
4,513,1,0,0,1,0,0,2015,7,9,4969.22
5,1466,1,1,0,1,0,0,2013,10,11,11359.129
3,678,1,1,1,1,0,0,2014,8,20,6750.2847
6,772,1,0,0,1,0,0,2013,1,19,6848.4673
5,748,1,1,0,1,0,0,2015,1,30,8082.542
6,478,1,0,0,1,0,0,2013,6,8,4657.0
5,803,1,1,0,1,0,0,2013,3,22,7546.939
7,0,0,0,1,1,0,0,2013,1,6,3.8524451
7,0,0,0,0,1,0,0,2014,10,12,9.555324
5,777,1,1,1,1,0,0,2013,8,30,7880.8564
2,312,1,0,1,1,0,0,2014,7,22,3038.8555
1,1263,1,1,0,1,0,0,2013,2,18,11695.444
4,754,1,1,1,1,0,0,2013,8,15,7417.6006
6,849,1,0,0,1,0,0,2013,8,3,7249.597
2,894,1,0,0,1,0,0,2015,1,20,6727.032
3,587,1,0,0,1,0,0,2015,5,27,5721.3823
2,273,1,0,0,1,0,0,2013,3,12,2758.5974
1,334,1,0,0,1,0,0,2013,7,8,3505.166
3,613,1,0,0,1,0,0,2013,9,18,5063.631
6,507,1,0,0,1,0,0,2014,12,13,5242.0234
1,687,1,1,0,1,0,0,2015,1,26,7500.0913
7,0,0,0,0,1,0,0,2013,6,16,27.041609
1,578,1,1,0,1,0,0,2015,4,27,7020.996
2,796,1,1,0,1,0,0,2013,12,17,9445.289
7,0,0,0,0,1,0,0,2014,7,6,-44.547047
2,455,1,0,0,1,0,0,2013,10,1,4410.3027
2,848,1,1,1,1,0,0,2015,3,31,10662.373
6,528,1,0,0,1,0,0,2014,9,20,4914.4473
6,784,1,0,0,1,0,0,2014,5,10,6898.3823
1,2118,1,1,0,1,0,0,2014,11,24,18002.88
2,466,1,1,0,1,0,0,2015,6,30,6005.828
3,657,1,0,0,1,0,0,2013,9,4,5402.098
2,594,1,0,1,1,0,0,2014,8,12,5185.4336
4,780,1,1,0,1,0,0,2014,5,8,7606.1235
5,635,1,1,0,1,0,0,2014,2,7,6571.8135
1,664,1,0,0,1,0,0,2013,10,28,5521.472
6,476,1,0,0,1,0,0,2013,2,16,4607.0635
4,616,1,0,0,1,0,0,2015,2,12,5381.406
7,189,1,0,0,1,0,0,2014,5,18,1827.2686
1,405,1,1,1,1,0,0,2014,7,28,4821.883
2,778,1,1,0,1,0,0,2013,12,3,8753.746
7,0,0,0,0,1,0,0,2014,3,23,11.8609915
4,625,1,0,0,1,0,0,2013,9,19,5148.938
3,913,1,1,0,1,0,0,2014,2,19,8129.3223
6,496,1,0,0,1,0,0,2014,6,21,4796.728
7,0,0,0,0,1,0,0,2013,1,13,7.9531693
4,711,1,1,1,1,0,0,2014,9,4,7129.23
7,0,0,0,0,1,0,0,2015,5,31,-9.362787
5,726,1,1,0,1,0,0,2013,11,22,7094.9575
6,830,1,0,0,1,0,0,2015,5,23,7505.3784
5,464,1,1,1,1,0,0,2015,7,31,5357.7397
3,558,1,0,1,1,0,0,2014,10,15,4740.939
7,0,0,0,0,1,0,0,2015,4,12,-8.486731
6,526,1,0,0,1,0,0,2015,5,16,5391.6025
7,0,0,0,0,1,0,0,2014,2,2,38.465755
3,423,1,0,1,1,0,0,2014,12,24,4032.9924
6,557,1,0,0,1,0,0,2013,3,16,5334.149
2,399,1,0,0,1,0,0,2013,12,10,4237.951
4,0,0,0,0,0,1,0,2013,10,3,40.924118
3,419,1,0,0,1,0,0,2015,2,25,4181.842
2,839,1,1,1,1,0,0,2013,3,26,8335.443
6,464,1,0,0,1,0,0,2013,1,26,4407.4414
5,549,1,1,0,1,0,0,2015,4,17,5955.065
3,1130,1,0,0,1,0,0,2013,2,27,8522.454
6,871,1,0,0,1,0,0,2014,12,20,9031.494
1,404,1,0,0,1,0,0,2014,8,25,3934.7737
3,734,1,1,0,1,0,0,2015,3,18,7336.7686
2,325,1,0,0,1,0,0,2015,3,10,3471.0916
6,554,1,0,0,1,0,0,2013,12,14,5828.883
7,0,0,0,0,1,0,0,2014,2,2,38.465755
5,0,0,1,0,0,0,1,2014,4,18,-18.693424
1,1306,1,1,0,1,0,0,2014,3,17,12285.8
7,0,0,0,0,1,0,0,2014,2,2,38.465755
3,619,1,0,0,1,0,0,2013,10,30,5605.4653
1,1142,1,1,1,1,0,0,2015,6,29,12976.138
5,727,1,1,0,1,0,0,2014,10,24,6755.3237
